,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCNL2,1267.1686815737596,-0.16029054517913824,0.1066608772911419,-1.5028054264133661,0.13288922621395752,0.18283317381514747
MRPL20,382.93454197993077,0.07751198750736982,0.0906187987546575,0.8553632201330186,0.39235009849358615,0.46297695463852645
ANKRD65,140.3704004739191,0.14407714957002563,0.2272245411952253,0.6340738936567523,0.5260325992035222,0.5927439346727738
VWA1,501.5798930693306,-0.08949910352503956,0.2701045265826705,-0.3313498839037291,0.7403802154701831,0.7860509408256307
ATAD3C,130.14927375474832,-0.25429250036503487,0.2937424483697091,-0.8656988520943291,0.3866553296924925,0.45711420746296955
ATAD3B,436.9943083696627,0.5158749453023718,0.16958440199186028,3.0419952498174494,0.002350156031737599,0.006137884951889211
ATAD3A,272.8207110698749,0.6958855379604957,0.16886763435298668,4.120893507075934,3.774058562004265e-05,0.00023854027784475862
TMEM240,73.1528360724703,0.22378621499339013,0.2660837824545446,0.8410366574355947,0.4003273986295107,0.4709313042720691
SSU72,553.7834314638229,0.6821379749230243,0.1563360797787162,4.363279262781485,1.2812721515958838e-05,0.00010051562667858441
MIB2,608.7710634441902,0.8921101298494484,0.23346016595463365,3.821252016169665,0.00013277588314208335,0.0006393207360607167
MMP23B,175.6836705531915,4.698236844804295,0.5329841163248432,8.814965964090407,1.1972142682764285e-18,5.251054339100917e-16
CDK11B,572.190201641746,0.30557770609782403,0.14607927256473466,2.0918621836811795,0.03645084578779547,0.060275281838518414
SLC35E2B,422.75599602040376,-0.18766765603423824,0.13727925933059965,-1.3670503246400239,0.17160953211655494,0.22829746028079193
